row_index,actual,fitted,residual
97,422.501,390.83655,31.664452148437476
98,308.471,312.8107,-4.339699462890621
99,282.584,251.19736,31.386642822265628
100,494.493,466.49655,27.99644848632812
101,400.082,387.9326,12.149413330078119
102,338.56,375.3893,-36.82931274414062
103,377.744,422.78262,-45.0386232910156
104,465.463,472.80145,-7.338452636718728
105,478.985,496.46997,-17.484970703124986
106,272.919,274.67993,-1.7609316406250173
107,297.778,275.29456,22.48344433593752
108,325.274,319.86008,5.413923095703126
109,505.777,479.00458,26.772422363281237
110,372.067,364.8302,7.236799804687507
111,397.526,390.83655,6.6894521484375105
112,330.937,318.67615,12.260852539062512
113,318.141,325.60202,-7.4610202636718554
114,339.775,346.11072,-6.335717773437523
115,296.802,281.8346,14.967405273437521
116,425.382,447.24054,-21.858539550781245
117,209.858,231.65358,-21.79557971191406
118,437.164,484.22903,-47.06503442382814
119,284.404,299.7524,-15.348410888671879
120,375.484,399.12268,-23.63868066406252
121,457.643,449.81107,7.831934326171847
122,523.246,484.22903,39.016965576171856
123,485.218,488.31143,-3.0934318847656073
124,386.706,356.35992,30.346075683593767
125,360.028,356.72232,3.305679443359395
126,376.944,345.16815,31.775848144531267
127,334.401,273.9095,60.49151513671876
128,261.766,248.1875,13.57850000000002
129,342.75,325.6362,17.113800048828125
130,437.098,423.09473,14.003273437500013
131,256.493,262.75415,-6.261150390625005
132,446.917,422.78262,24.134376708984348
133,451.365,371.7567,79.60828613281251
134,92.565,128.62587,-36.060869750976565
135,557.15,551.1249,6.025122070312477
136,280.012,288.63907,-8.627068603515625
137,496.924,477.09845,19.825550292968728
138,154.41,185.41365,-31.003650512695316
139,262.528,262.38315,0.144851806640645
140,325.388,325.60202,-0.2140202636718982
141,279.634,293.4091,-13.77508813476561
142,160.258,178.9949,-18.736903564453115
143,494.933,501.65845,-6.725447265625007
144,233.438,248.1875,-14.749500000000012
145,228.932,210.32614,18.605858642578113
146,283.136,251.19736,31.93864282226565
147,232.804,226.56802,6.235976318359377
148,311.748,316.90912,-5.1611186523437595
149,337.859,296.09665,41.762350830078105
150,295.719,271.10556,24.61343969726562
151,446.733,455.20123,-8.468232910156246
152,299.292,328.48972,-29.197715576171902
153,572.763,535.1659,37.597106445312534
154,237.824,246.87856,-9.05455529785155
155,437.721,489.83258,-52.111580566406246
156,317.157,259.4246,57.73240893554686
157,326.446,322.86884,3.5771645507812764
158,353.281,366.08237,-12.801366943359369
159,560.46,518.9047,41.555275878906286
160,275.173,279.68106,-4.508060791015623
161,422.585,378.92902,43.65598388671873
162,260.859,265.9274,-5.0683986816406446
163,303.742,323.79596,-20.05395947265623
164,375.949,398.00894,-22.059941650390613
165,559.34,551.1249,8.215122070312532
166,246.311,240.77675,5.5342513427734445
167,354.381,365.5109,-11.129894775390653
168,260.578,254.75436,5.8236359863280995
169,245.48,277.2787,-31.79868652343751
170,255.102,271.99353,-16.891530273437496
171,451.066,439.7351,11.330892578124974
172,385.629,423.52356,-37.89455957031248
173,435.421,428.7593,6.661692138671867
174,155.573,187.28253,-31.709531738281242
175,432.382,395.3136,37.068401367187505
176,409.854,420.02814,-10.174137207031265
177,251.746,256.4642,-4.718202880859366
178,297.521,278.0735,19.447513671875015
179,236.114,262.0389,-25.92490991210937
180,330.633,373.1878,-42.55480517578127
181,330.392,320.43814,9.953859130859371
182,176.669,206.28148,-29.612478881835926
183,412.225,446.82172,-34.59671630859373
184,351.269,416.14584,-64.87684350585937
185,268.273,278.38242,-10.10941577148435
186,486.28,460.78763,25.492371826171848
187,428.773,407.43176,21.341237304687525
188,296.717,294.93628,1.7807207031249845
189,282.527,300.41388,-17.886879394531263
190,254.668,294.0505,-39.38250659179687
191,436.463,390.25815,46.20485180664065
192,271.658,258.05392,13.60407543945314
193,271.297,262.0035,9.29349047851565
194,546.888,539.99133,6.896666992187534
195,417.305,404.97906,12.325935058593757
196,495.64,484.72275,10.917252197265611
197,194.136,196.20813,-2.0721298828125043
198,325.095,276.4856,48.60940429687503
199,446.437,424.3481,22.088885986328137
200,438.666,442.5107,-3.844711669921878
201,240.086,208.58067,31.505326782226575
202,355.341,326.6885,28.652492919921883
203,418.3,451.9667,-33.666705322265614
204,283.113,276.9147,6.1982966308593745
205,394.063,364.4522,29.610790527343738
206,340.646,340.1396,0.506412597656265
207,445.128,446.82172,-1.693716308593764
208,286.658,363.18573,-76.52772998046873
209,293.538,271.99353,21.54446972656251
210,232.002,262.29193,-30.28993115234374
211,295.062,328.74042,-33.67841748046874
212,252.257,272.23596,-19.978961914062495
213,403.258,393.97757,9.280430419921856
214,271.25,262.09476,9.155242919921875
215,485.364,493.5985,-8.234510742187524
216,304.756,321.90494,-17.148937744140653
217,434.0,407.35318,26.646820068359375
218,296.661,275.56296,21.098042236328126
219,197.665,177.61707,20.047934570312492
220,275.048,249.62967,25.418330810546877
221,449.974,474.75208,-24.77807519531251
222,484.452,480.46268,3.989322998046873
223,328.27,321.57257,6.697429199218732
224,306.558,308.74136,-2.1833635253906323
225,522.461,486.82077,35.64022973632814
226,428.876,437.0859,-8.209906982421899
227,320.454,317.54453,2.9094748535156327
228,330.83,343.69775,-12.867753906250016
229,396.197,401.21155,-5.014547851562497
230,373.927,367.4339,6.493101074218771
231,288.633,267.96246,20.67053662109373
232,444.205,428.8256,15.379407958984359
233,385.977,392.4116,-6.4345905761719
234,464.093,490.3981,-26.305101806640607
235,435.946,432.98358,2.9624184570312764
236,486.011,489.9854,-3.974412597656226
237,288.331,283.33557,4.995428710937517
238,655.573,619.5772,35.99579052734373
239,279.075,248.05646,31.01854248046874
240,489.073,443.01266,46.060335205078104
241,447.454,432.90967,14.544332031250008
242,235.366,254.75436,-19.38836401367186
243,260.705,252.97469,7.730314331054672
244,389.618,405.43457,-15.816570312500005
245,535.272,517.47864,17.793362304687548
246,459.143,514.5531,-55.41010058593753
247,256.963,262.07074,-5.107739746093728
248,238.544,246.81882,-8.274817138671864
249,281.294,262.7719,18.522088378906233
250,218.9,206.28148,12.618521118164068
251,361.326,381.13602,-19.810016845703103
252,253.683,249.62967,4.053330810546868
253,308.935,293.7154,15.219606933593752
254,47.272,97.469696,-50.19769604492188
255,265.57,252.54774,13.02225524902343
256,211.449,209.95796,1.4910379638671998
257,145.765,180.58821,-34.823211059570326
258,234.616,262.7421,-28.12609594726561
259,246.634,242.52791,4.106091674804674
260,175.644,128.62587,47.01813024902344
261,235.459,259.35507,-23.896072021484372
262,291.598,307.05908,-15.461082031249987
263,170.128,208.57062,-38.442617675781264
264,273.541,318.67615,-45.1351474609375
265,276.409,206.28148,70.12752111816405
266,430.138,427.60114,2.536864746093727
267,480.301,479.6727,0.6283010253906127
268,410.803,376.5055,34.2975068359375
269,373.068,390.02585,-16.95784838867189
270,377.08,338.94812,38.131879882812484
271,335.279,342.59854,-7.319541259765629
272,353.33,358.64185,-5.311845703125016
273,277.145,285.00342,-7.858417968750018
274,319.388,319.66528,-0.2772832031250232
275,465.361,460.78763,4.573371826171865
276,509.076,474.9037,34.17231347656252
277,388.293,416.6416,-28.348601562499994
278,321.551,351.25827,-29.707270263671887
279,338.163,326.0989,12.064092529296886
280,321.44,301.64044,19.799558105468748
281,466.669,498.275,-31.605993896484392
282,385.582,333.43088,52.15112231445312
283,310.66,323.8944,-13.234409179687475
284,386.48,359.04016,27.439838867187518
285,416.209,430.61993,-14.410934082031247
286,433.013,434.38452,-1.3715214843750232
287,442.829,407.43176,35.39723730468751
288,397.622,395.3136,2.308401367187514
289,295.143,262.75415,32.38884960937497
290,286.009,282.61682,3.3921787109375146
291,235.961,271.48566,-35.52465673828124
292,441.085,442.677,-1.5920019531250205
293,370.379,418.1494,-47.77041406249998
294,519.546,479.31454,40.231455322265674
295,195.235,227.76793,-32.532929077148424
296,561.485,589.16864,-27.683640136718736
297,398.519,399.9995,-1.4805117187499945
298,293.887,318.9157,-25.02871044921875
299,255.57,273.9095,-18.339484863281257
