source_row_index,GrLivArea,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,years_since_remodel_2011,TotalBsmtSF,GarageArea,BedroomAbvGr,Fireplaces,WoodDeckSF,OpenPorchSF,sale_price_keur,distressed
99,907.0,8593.0,4,6,1957,1957,54,907.0,352.0,3,0,0.0,0.0,282.584,0
100,1601.0,11423.0,8,5,2001,2002,9,1581.0,670.0,3,1,180.0,0.0,494.493,0
101,1756.0,9303.0,6,5,1996,1997,14,872.0,422.0,3,0,144.0,122.0,400.082,0
102,1509.0,7875.0,7,5,2003,2003,8,783.0,393.0,3,1,0.0,75.0,338.56,0
103,1234.0,11049.0,8,5,2007,2007,4,1234.0,484.0,3,0,0.0,30.0,377.744,1
104,2520.0,9950.0,7,5,1995,1995,16,1203.0,721.0,4,1,224.0,114.0,465.463,0
105,1842.0,50271.0,9,5,1981,1987,24,1842.0,894.0,0,1,857.0,72.0,478.985,0
106,1005.0,10434.0,4,5,1955,1955,56,1005.0,672.0,2,1,0.0,0.0,272.919,0
107,1578.0,9490.0,6,7,1941,1950,61,806.0,240.0,3,2,0.0,0.0,297.778,0
108,1148.0,7931.0,5,5,1959,1959,52,1148.0,672.0,3,0,0.0,0.0,325.274,0
109,2090.0,10000.0,8,5,1995,1996,15,1220.0,556.0,3,1,0.0,65.0,505.777,0
110,1656.0,31770.0,6,5,1960,1960,51,1080.0,528.0,3,2,210.0,62.0,372.067,0
111,1221.0,7500.0,7,5,2004,2005,6,1221.0,400.0,2,0,0.0,113.0,397.526,0
112,1383.0,11600.0,6,5,1960,1960,51,1383.0,292.0,3,0,0.0,45.0,330.937,0
113,1144.0,8163.0,5,6,1959,1959,52,1144.0,796.0,3,1,86.0,0.0,318.141,0
114,1803.0,13125.0,5,4,1957,2000,11,1134.0,484.0,3,1,0.0,0.0,339.775,0
115,960.0,9873.0,4,5,1970,1970,41,960.0,576.0,3,0,0.0,288.0,296.802,1
116,1494.0,9549.0,8,5,1995,1996,15,1494.0,481.0,2,1,0.0,30.0,425.382,1
117,1109.0,10500.0,5,7,1971,2005,6,372.0,288.0,3,0,35.0,0.0,209.858,0
118,1970.0,11065.0,8,5,2006,2006,5,1085.0,753.0,3,1,177.0,74.0,437.164,0
119,1094.0,10452.0,6,5,1953,1953,58,1094.0,495.0,3,2,0.0,0.0,284.404,0
120,1553.0,8125.0,7,5,2005,2006,5,756.0,615.0,3,0,0.0,45.0,375.484,0
121,2034.0,9375.0,7,5,1997,1998,13,1057.0,645.0,3,0,576.0,36.0,457.643,0
122,1970.0,11065.0,8,5,2006,2006,5,1085.0,753.0,3,1,177.0,74.0,523.246,0
123,1506.0,14587.0,9,5,2008,2008,3,1498.0,592.0,2,1,0.0,174.0,485.218,0
124,1458.0,3230.0,6,5,1999,1999,12,729.0,440.0,2,1,0.0,32.0,386.706,0
125,1114.0,13695.0,5,5,2004,2004,7,1114.0,576.0,3,0,0.0,102.0,360.028,0
126,1762.0,7200.0,7,7,1920,1950,61,596.0,576.0,4,0,36.0,0.0,376.944,0
127,1928.0,7082.0,5,8,1916,1995,16,686.0,0.0,5,0,0.0,0.0,334.401,0
128,1056.0,9250.0,5,7,1954,2005,6,1056.0,260.0,3,0,390.0,0.0,261.766,0
129,1824.0,13515.0,6,6,1919,1950,61,764.0,520.0,3,1,0.0,0.0,342.75,0
130,1296.0,6853.0,8,5,2001,2002,9,1267.0,471.0,2,0,192.0,25.0,437.098,0
131,990.0,8070.0,4,5,1994,1995,16,990.0,0.0,3,0,0.0,0.0,256.493,0
132,1234.0,11049.0,8,5,2007,2007,4,1234.0,484.0,3,0,0.0,30.0,446.917,0
133,1216.0,4500.0,6,5,1998,1998,13,1216.0,402.0,2,0,0.0,125.0,451.365,0
134,904.0,10020.0,1,1,1922,1950,61,683.0,0.0,1,0,0.0,0.0,92.565,1
135,1940.0,10159.0,9,5,2009,2010,1,1930.0,606.0,3,1,168.0,95.0,557.15,0
136,1176.0,6240.0,6,6,1934,1950,61,816.0,528.0,3,1,112.0,0.0,280.012,0
137,1788.0,11838.0,8,5,2001,2001,10,1753.0,522.0,3,1,202.0,151.0,496.924,0
138,788.0,7446.0,4,5,1941,1950,61,788.0,0.0,2,2,0.0,0.0,154.41,0
139,980.0,9400.0,6,5,1975,1975,36,945.0,0.0,4,0,0.0,0.0,262.528,0
140,1144.0,8163.0,5,6,1959,1959,52,1144.0,796.0,3,1,86.0,0.0,325.388,1
141,1176.0,6000.0,6,9,1937,2000,11,698.0,624.0,2,0,210.0,0.0,279.634,0
142,869.0,5900.0,4,7,1923,1958,53,440.0,0.0,2,0,0.0,0.0,160.258,0
143,1694.0,12030.0,8,5,2007,2007,4,1694.0,818.0,3,0,168.0,228.0,494.933,0
144,1056.0,9250.0,5,7,1954,2005,6,1056.0,260.0,3,0,390.0,0.0,233.438,1
145,841.0,8400.0,4,4,1950,1950,61,721.0,294.0,2,0,250.0,0.0,228.932,1
146,907.0,8593.0,4,6,1957,1957,54,907.0,352.0,3,0,0.0,0.0,283.136,0
147,1111.0,7200.0,5,7,1920,1996,15,530.0,288.0,3,0,0.0,0.0,232.804,0
148,1576.0,21384.0,5,6,1923,2004,7,1324.0,528.0,3,1,0.0,312.0,311.748,0
149,1660.0,11988.0,6,7,1934,1995,16,715.0,240.0,3,1,0.0,0.0,337.859,0
150,894.0,9764.0,5,7,1967,2003,8,894.0,450.0,3,0,0.0,0.0,295.719,0
151,1865.0,10316.0,7,5,2000,2000,11,992.0,839.0,3,1,0.0,184.0,446.733,0
152,1279.0,10125.0,6,6,1977,1977,34,1196.0,473.0,3,2,238.0,83.0,299.292,0
153,1976.0,14977.0,8,5,2006,2007,4,1976.0,908.0,2,1,250.0,63.0,572.763,0
154,1225.0,9320.0,4,5,1959,1959,52,950.0,0.0,3,0,352.0,0.0,237.824,1
155,1634.0,11428.0,8,5,2006,2006,5,1626.0,866.0,3,1,0.0,44.0,437.721,0
156,864.0,7000.0,5,8,1978,2005,6,864.0,336.0,3,0,0.0,0.0,317.157,0
157,1322.0,2308.0,6,5,1974,1974,37,855.0,440.0,3,1,260.0,0.0,326.446,0
158,1212.0,10420.0,6,5,2009,2009,2,1212.0,460.0,3,0,100.0,22.0,353.281,0
159,1629.0,10655.0,8,5,2003,2004,7,3206.0,880.0,3,1,0.0,0.0,560.46,0
160,1167.0,8731.0,5,5,1920,1950,61,915.0,495.0,3,1,0.0,0.0,275.173,0
161,2142.0,13000.0,6,6,1968,1968,43,896.0,509.0,4,1,0.0,72.0,422.585,0
162,1218.0,1680.0,6,5,1971,1971,40,672.0,0.0,3,0,201.0,0.0,260.859,0
163,1802.0,7588.0,7,6,1920,1950,61,793.0,216.0,4,1,0.0,0.0,303.742,0
164,1923.0,10186.0,7,5,1992,1992,19,750.0,564.0,3,1,240.0,39.0,375.949,0
165,1940.0,10159.0,9,5,2009,2010,1,1930.0,606.0,3,1,168.0,95.0,559.34,0
166,838.0,10267.0,6,7,1918,2000,11,816.0,275.0,2,0,0.0,0.0,246.311,0
167,1277.0,10628.0,7,5,1970,1970,41,1277.0,526.0,2,1,0.0,0.0,354.381,0
168,874.0,9858.0,5,6,1968,1968,43,864.0,288.0,3,0,33.0,0.0,260.578,0
169,1644.0,9480.0,5,7,1942,1995,16,728.0,312.0,3,2,168.0,0.0,245.48,0
170,1535.0,7018.0,5,5,1979,1979,32,0.0,410.0,4,0,0.0,0.0,255.102,0
171,1428.0,12274.0,7,5,2008,2008,3,1417.0,554.0,3,0,0.0,60.0,451.066,0
172,1240.0,8556.0,7,5,2006,2006,5,1240.0,826.0,2,0,140.0,93.0,385.629,1
173,2060.0,8755.0,7,5,1999,1999,12,992.0,390.0,3,1,0.0,0.0,435.421,0
174,1092.0,5600.0,4,5,1930,1950,61,0.0,0.0,3,0,0.0,0.0,155.573,1
175,2380.0,18450.0,6,5,1965,1979,32,1021.0,596.0,3,1,0.0,265.0,432.382,0
176,1555.0,3182.0,7,5,2005,2006,5,1373.0,430.0,2,1,143.0,20.0,409.854,1
177,1374.0,5400.0,4,6,1920,1950,61,840.0,338.0,2,0,0.0,0.0,251.746,0
178,1339.0,7560.0,5,6,1958,1965,46,1029.0,294.0,3,0,0.0,0.0,297.521,0
179,768.0,7244.0,5,7,1970,1970,41,768.0,624.0,2,0,104.0,0.0,236.114,1
180,1728.0,9100.0,5,5,1963,1963,48,1728.0,504.0,6,0,0.0,0.0,330.633,0
181,1481.0,8125.0,6,5,1994,1995,16,702.0,343.0,3,1,0.0,36.0,330.392,0
182,789.0,10594.0,5,5,1926,1950,61,768.0,200.0,2,0,0.0,0.0,176.669,0
183,1707.0,16669.0,8,6,1981,1981,30,1686.0,511.0,2,1,574.0,64.0,412.225,0
184,2167.0,17542.0,7,7,1974,2003,8,1192.0,518.0,3,2,220.0,47.0,351.269,0
185,1738.0,12513.0,4,4,1920,2007,4,715.0,368.0,4,1,55.0,0.0,268.273,1
186,1719.0,10846.0,8,5,1993,1993,18,1719.0,473.0,1,2,122.0,30.0,486.28,1
187,1728.0,8791.0,6,5,2003,2003,8,864.0,673.0,3,0,216.0,56.0,428.773,0
188,1348.0,7590.0,6,5,1966,1966,45,660.0,453.0,3,1,188.0,108.0,296.717,0
189,1004.0,11241.0,6,7,1970,1970,41,1004.0,480.0,2,1,0.0,0.0,282.527,0
190,1228.0,8544.0,5,6,1966,2006,5,1228.0,271.0,3,0,0.0,65.0,254.668,1
191,1724.0,17871.0,6,5,1967,1976,35,1680.0,480.0,3,1,0.0,0.0,436.463,0
192,816.0,6600.0,5,9,1982,2008,3,816.0,264.0,3,1,0.0,0.0,271.658,0
193,1050.0,9600.0,5,6,1956,1956,55,1050.0,338.0,2,0,0.0,0.0,271.297,0
194,1932.0,12444.0,8,5,2008,2008,3,1932.0,774.0,2,1,0.0,66.0,546.888,0
195,1392.0,3604.0,7,5,2007,2007,4,689.0,540.0,2,0,0.0,102.0,417.305,0
196,2098.0,10240.0,8,5,2005,2005,6,1030.0,878.0,3,1,192.0,52.0,495.64,0
197,691.0,5400.0,5,6,1920,1950,61,691.0,216.0,2,0,0.0,20.0,194.136,0
198,1520.0,4500.0,5,5,1932,2000,11,793.0,281.0,3,0,0.0,0.0,325.095,0
199,1372.0,8640.0,7,5,2007,2008,3,1372.0,529.0,3,0,0.0,140.0,446.437,0
200,1484.0,8400.0,7,5,2004,2005,6,1473.0,606.0,3,0,0.0,35.0,438.666,1
201,630.0,1936.0,4,6,1970,1970,41,630.0,0.0,1,0,0.0,0.0,240.086,0
202,2240.0,7018.0,5,5,1979,1979,32,0.0,528.0,6,0,154.0,0.0,355.341,0
203,1768.0,10769.0,8,5,2007,2007,4,866.0,578.0,3,0,144.0,105.0,418.3,0
204,1352.0,9364.0,6,7,1969,1969,42,663.0,299.0,4,0,379.0,36.0,283.113,0
205,2601.0,9842.0,5,6,1921,1998,13,612.0,621.0,4,0,183.0,0.0,394.063,1
206,1412.0,8499.0,6,5,2006,2007,4,616.0,432.0,3,1,0.0,36.0,340.646,0
207,1707.0,16669.0,8,6,1981,1981,30,1686.0,511.0,2,1,574.0,64.0,445.128,0
208,1602.0,16635.0,6,7,1977,2000,11,1602.0,529.0,3,1,240.0,0.0,286.658,0
209,1535.0,7018.0,5,5,1979,1979,32,0.0,400.0,4,0,0.0,0.0,293.538,0
210,948.0,8978.0,5,5,1968,1968,43,948.0,300.0,3,0,147.0,0.0,232.002,1
211,1537.0,8400.0,6,9,1962,2005,6,1319.0,462.0,3,1,0.0,36.0,295.062,0
212,1505.0,9144.0,5,5,1940,1982,29,883.0,240.0,3,0,0.0,0.0,252.257,0
213,1524.0,23595.0,7,6,1979,1979,32,1332.0,586.0,0,1,268.0,0.0,403.258,0
214,1098.0,7390.0,5,7,1955,1955,56,1098.0,260.0,3,0,0.0,0.0,271.25,0
215,2646.0,9900.0,7,5,1993,1993,18,1347.0,656.0,4,1,340.0,60.0,485.364,0
216,848.0,4426.0,6,5,2004,2004,7,848.0,420.0,1,1,149.0,0.0,304.756,0
217,1453.0,5271.0,7,5,1986,1986,25,1453.0,445.0,2,1,0.0,80.0,434.0,0
218,1558.0,13710.0,5,5,1950,1950,61,910.0,282.0,4,0,289.0,0.0,296.661,0
219,720.0,6627.0,3,6,1949,1950,61,0.0,287.0,2,0,0.0,0.0,197.665,0
220,1526.0,8470.0,3,2,1915,1982,29,1013.0,0.0,2,0,0.0,0.0,275.048,1
221,1578.0,9262.0,8,5,2008,2009,2,1573.0,840.0,3,1,0.0,36.0,449.974,0
222,1668.0,10635.0,8,5,2003,2003,8,1657.0,502.0,3,1,0.0,262.0,484.452,1
223,1846.0,10496.0,6,6,1949,1950,61,1040.0,315.0,3,1,0.0,0.0,328.27,0
224,1235.0,8500.0,5,3,1961,1961,50,1235.0,480.0,2,0,0.0,0.0,306.558,0
225,1953.0,10574.0,8,5,2005,2006,5,1082.0,1043.0,3,1,160.0,50.0,522.461,0
226,1950.0,7399.0,7,5,1997,1998,13,975.0,576.0,3,1,0.0,10.0,428.876,0
227,1869.0,8820.0,5,6,1890,1996,15,1088.0,456.0,2,0,48.0,0.0,320.454,1
228,1486.0,9937.0,5,7,1964,1999,12,1486.0,480.0,3,0,0.0,0.0,330.83,0
229,1786.0,9337.0,6,5,1997,1997,14,824.0,684.0,3,0,0.0,162.0,396.197,0
230,1876.0,9120.0,6,6,1974,1974,37,901.0,540.0,4,1,0.0,69.0,373.927,0
231,1108.0,7449.0,7,7,1930,1950,61,637.0,280.0,3,1,0.0,0.0,288.633,0
232,1776.0,14006.0,7,5,2002,2002,9,936.0,474.0,3,1,144.0,96.0,444.205,0
233,2521.0,3964.0,6,4,1973,1973,38,942.0,576.0,5,1,728.0,20.0,385.977,0
234,2452.0,13418.0,8,5,2004,2005,6,1117.0,691.0,4,1,113.0,32.0,464.093,0
235,1674.0,7500.0,7,5,2000,2000,11,814.0,663.0,3,0,0.0,96.0,435.946,0
236,2270.0,11764.0,8,7,1999,2007,4,1152.0,671.0,4,1,132.0,57.0,486.011,0
237,1336.0,15750.0,5,5,1953,1953,58,1165.0,375.0,2,2,0.0,0.0,288.331,0
238,3279.0,53504.0,8,5,2003,2003,8,1650.0,841.0,4,1,503.0,36.0,655.573,0
239,1092.0,1974.0,4,5,1973,1973,38,546.0,286.0,3,0,120.0,96.0,279.075,0
240,1530.0,14572.0,7,5,2004,2004,7,1530.0,630.0,3,1,144.0,36.0,489.073,0
241,1456.0,3196.0,8,5,2003,2003,8,1273.0,400.0,2,1,143.0,20.0,447.454,0
242,874.0,9858.0,5,6,1968,1968,43,864.0,288.0,3,0,33.0,0.0,235.366,1
243,1012.0,8263.0,6,5,1920,1950,61,1012.0,308.0,2,1,0.0,22.0,260.705,0
244,1337.0,5395.0,8,5,1993,1993,18,1337.0,462.0,2,1,96.0,0.0,389.618,1
245,2715.0,8963.0,8,9,1976,1996,15,1142.0,831.0,4,2,0.0,204.0,535.272,0
246,1944.0,12378.0,9,5,2003,2004,7,1896.0,708.0,3,3,208.0,175.0,459.143,0
247,1360.0,7134.0,5,5,1955,1955,56,384.0,572.0,3,1,0.0,50.0,256.963,0
248,952.0,8475.0,4,7,1956,1956,55,952.0,283.0,2,0,0.0,0.0,238.544,0
249,985.0,8385.0,5,8,1977,1977,34,985.0,328.0,3,0,210.0,0.0,281.294,0
250,789.0,10594.0,5,5,1926,1950,61,768.0,200.0,2,0,0.0,0.0,218.9,1
251,1575.0,8012.0,6,5,1992,1992,19,1575.0,529.0,2,0,0.0,0.0,361.326,1
252,1526.0,8470.0,3,2,1915,1982,29,1013.0,0.0,2,0,0.0,0.0,253.683,1
253,1074.0,10140.0,5,6,1975,1975,36,1056.0,495.0,3,0,0.0,88.0,308.935,0
254,334.0,5000.0,1,3,1946,1950,61,0.0,0.0,1,0,0.0,0.0,47.272,1
255,1095.0,10382.0,6,5,1958,1958,53,588.0,264.0,2,0,0.0,0.0,265.57,0
256,1124.0,8335.0,5,5,1954,1954,57,0.0,0.0,3,1,0.0,36.0,211.449,1
257,720.0,7879.0,4,5,1920,1950,61,720.0,0.0,2,0,0.0,523.0,145.765,1
258,1487.0,8741.0,6,4,1945,1950,61,735.0,220.0,3,1,0.0,140.0,234.616,0
259,1224.0,9842.0,4,5,1962,1962,49,0.0,462.0,2,0,0.0,0.0,246.634,0
260,904.0,10020.0,1,1,1922,1950,61,683.0,0.0,1,0,0.0,0.0,175.644,1
261,1040.0,7500.0,5,5,1963,1963,48,1040.0,308.0,3,0,0.0,0.0,235.459,1
262,1302.0,9350.0,6,7,1964,1991,20,1302.0,309.0,3,0,333.0,0.0,291.598,0
263,1040.0,7200.0,4,5,1949,1950,61,0.0,420.0,2,0,0.0,0.0,170.128,0
264,1383.0,11600.0,6,5,1960,1960,51,1383.0,292.0,3,0,0.0,45.0,273.541,0
265,789.0,10594.0,5,5,1926,1950,61,768.0,200.0,2,0,0.0,0.0,276.409,1
266,1700.0,9135.0,6,5,2003,2003,8,1682.0,544.0,3,0,192.0,23.0,430.138,0
267,1962.0,8760.0,7,5,2006,2006,5,1391.0,868.0,3,0,0.0,90.0,480.301,0
268,1689.0,9855.0,6,5,1956,1956,55,1436.0,480.0,3,1,0.0,0.0,410.803,0
269,1339.0,8049.0,7,5,1990,1990,21,1309.0,484.0,2,1,0.0,58.0,373.068,0
270,1328.0,9790.0,6,5,1963,1963,48,1328.0,528.0,3,2,0.0,26.0,377.08,0
271,1734.0,9786.0,6,7,1962,1981,30,912.0,440.0,3,1,0.0,0.0,335.279,0
272,2291.0,7200.0,6,6,1910,1998,13,1214.0,506.0,4,1,0.0,0.0,353.33,0
