source_row_index,actual_distressed,none,class_weight_balanced,smote_ratio_0.5,smote_ratio_1.0,none_sigmoid_calibrated
187,0,0.061324156014421496,0.38606612110833755,0.27232250023296994,0.4186144048050536,0.140162866312653
188,0,0.11109644114568465,0.11978178368121431,0.091324200913242,0.13587301587301587,0.14783844969534932
189,0,0.022857142857142857,0.20349645341439815,0.019047619047619046,0.0,0.11608993153411881
190,1,0.10451311359206097,0.48594407568119785,0.4136236667635774,0.48024283960593656,0.1626804815028272
191,0,0.007692307692307693,0.0,0.0,0.21652421652421655,0.14111110143256728
192,0,0.14894878944550655,0.2530266291304001,0.15469060701203557,0.1515232749073968,0.12720598944260844
193,0,0.1759513283995858,0.5462268656500002,0.3793187830687831,0.5825239675082763,0.15431266243313257
194,0,0.0,0.0,0.05714285714285714,0.0,0.11788509791799631
195,0,0.09827231074450207,0.3371839104276737,0.17910759175465057,0.21264822134387354,0.1375915117398748
196,0,0.021633802816901408,0.0,0.0,0.0,0.1112789779999662
197,0,0.14178635090399797,0.2553624908544697,0.3486514336917563,0.49500774489290605,0.17982557673192426
198,0,0.14305921682089903,0.3437699948608558,0.3577299680360321,0.6542734138991277,0.18165723211099702
199,0,0.41822150606939523,0.8016092282118388,0.469518564921772,0.7400761505448956,0.2404596821812285
200,1,0.331518580903253,0.6284000069100545,0.4442493770097668,0.5176839500084218,0.18618913096199943
201,0,0.0,0.2812307134151065,0.20637020637020637,0.4253258581127433,0.20132490239887732
202,0,0.03395493395493396,0.3097345713101535,0.1364992389649924,0.22616955759502888,0.14421272457195694
203,0,0.18,0.3043087729091079,0.10604320662576323,0.2349993081499931,0.1479802180088871
204,0,0.12096845741726425,0.2841006329081143,0.188149775021443,0.300212971186813,0.12745052530614698
205,1,0.0,0.0,0.0,0.1873115003808073,0.15258425210011825
206,0,0.1638949240089183,0.5277769387261299,0.0981763886657025,0.24109474527991295,0.15622923025590124
207,0,0.07333333333333333,0.0,0.1800531914893617,0.3753205128205129,0.12699327958040604
208,0,0.0,0.0,0.03333333333333333,0.013953488372093023,0.11476545974792081
209,0,0.1222376196230186,0.3687701156194111,0.2437901381510404,0.41088007960775874,0.1271958476652762
210,1,0.3183711842945011,0.601927667298895,0.5096357675021957,0.677329462578689,0.19683451945906522
211,0,0.32925246316550666,0.6726319391997612,0.44156929895245767,0.6907007945106537,0.19026613979113666
212,0,0.24922757367569273,0.6786701243527299,0.384106073802292,0.713608766010499,0.18118743551137229
213,0,0.007692307692307693,0.0,0.1,0.0,0.1278625685865535
214,0,0.19120110527450457,0.5422429210476901,0.30056041015439994,0.409881443476282,0.15083892790648817
215,0,0.07142857142857142,0.1338856669428335,0.15432624113475177,0.16998904709748083,0.14791293538248856
216,0,0.08203494569531702,0.3146932795458676,0.2939939133548156,0.23235579989672872,0.15935202799653128
217,0,0.39587070997283635,0.7465805266170691,0.6514198882367055,0.5114750694285204,0.24640097643784328
218,0,0.1,0.11566951566951567,0.2321923620933522,0.4669656943511198,0.1470146121087424
219,0,0.6666666666666666,0.855491452991453,0.625,0.6194928517417834,0.35659230193727137
220,1,0.6571428571428571,0.8592751019768474,0.6995104895104894,0.7885703072854044,0.2590985468634525
221,0,0.34978426137470553,0.5889439602848505,0.49687443369125095,0.40593908418515745,0.21657206076002292
222,1,0.15008547008547007,0.12568888888888896,0.24922820191906547,0.322177599286033,0.1584285678086379
223,0,0.0579954954954955,0.09447529961999408,0.008333333333333333,0.010958904109589041,0.12337346880829583
224,0,0.31443240819409046,0.7794127841178526,0.6348357879756986,0.6930704751973782,0.20766826112416936
225,0,0.026262626262626265,0.1338856669428335,0.05282812995923484,0.029474872953133825,0.12127854981402471
226,0,0.0,0.0,0.008333333333333333,0.010958904109589041,0.12067564399583883
227,1,0.09651416122004357,0.0,0.2538095238095238,0.3203581801713275,0.14111544946681992
228,0,0.30343613518779816,0.6973821829846557,0.45428258016493317,0.5018231906237258,0.2129604926719096
229,0,0.06311905355436453,0.12324816594991157,0.23752346875430091,0.23678398895790204,0.14392816125341637
230,0,0.03272727272727273,0.10354207990932285,0.08275862068965517,0.15207373271889402,0.12054108556404416
231,0,0.13442377312952533,0.32396526887183763,0.05983920841063698,0.15967914438502673,0.13013084146507925
232,0,0.0,0.0,0.0,0.0,0.11449333758610132
233,0,0.042262626262626266,0.07501326259946965,0.04484305533236917,0.029140722291407222,0.16957611473554524
234,0,0.0,0.0,0.0,0.0,0.13054045249434812
235,0,0.14880346891746324,0.34651103768605784,0.25205349588998377,0.4405323708549515,0.14345477246609453
236,0,0.0,0.0,0.0,0.0025974025974025974,0.11728216817842455
237,0,0.0,0.11566951566951567,0.05904761904761905,0.09,0.12887495005885732
238,0,0.0,0.0,0.0,0.0,0.09839392197694187
239,0,0.4329140328697851,0.16978540040104073,0.4722222222222222,0.48728956566263715,0.21309836321183173
240,0,0.07333333333333333,0.0,0.2,0.21538461538461537,0.127252382917278
241,0,0.3034306563961926,0.7159382238770481,0.6380219083512381,0.507255975464901,0.22957914668877347
242,1,0.13081138819678717,0.427039750107223,0.27065309663248,0.35277198511311186,0.1374983256026338
243,0,0.20239660321244907,0.5122101760890642,0.13172835671660443,0.02409900072794653,0.1452982612210233
244,1,0.17993796813672588,0.5575795724570309,0.590989645258583,0.6733512961828945,0.18727011929175483
245,0,0.04,0.11566951566951567,0.008163265306122448,0.051515151515151514,0.12052793597464073
246,0,0.0,0.0,0.0,0.0,0.11512045421951127
247,0,0.1356304407001872,0.26089204092325247,0.20860465116279073,0.39057669509751464,0.127821749063385
248,0,0.24393200295639317,0.6559246897834637,0.4838918878392563,0.7009563957099673,0.2194262796972469
249,0,0.17598529243409927,0.30288409939934,0.255801054737225,0.4104407663801254,0.1386937109204578
250,1,0.27144143524934783,0.5949909334340809,0.38664300114822825,0.6096071844737309,0.18321375050563235
251,1,0.2434306563961926,0.7274913097259922,0.4350038284423439,0.6486111325529248,0.19005792649488581
252,1,0.4878296146044625,0.7998187069157592,0.590088131372535,0.7509159744929279,0.2392664144422351
253,0,0.2191524356536924,0.5537046895050978,0.44433626351356936,0.6376576931154078,0.1518746423631442
254,1,0.46951048951048946,0.46051800441931573,0.6802884615384615,0.37846967846967844,0.2141932452790148
255,0,0.13339372558399107,0.3574354729710009,0.44671297876914123,0.6452443367621444,0.15512310533388018
256,1,0.13339963626728332,0.5755570580191691,0.275965504311961,0.26690580822417065,0.18896150787187876
257,1,0.25811745776347544,0.41283346639622787,0.29269978106184996,0.6103022724311955,0.22096731088829516
258,0,0.0574437661980427,0.37727019686724905,0.19183773619863845,0.3874252465213727,0.16387877448384658
259,0,0.2559748786754211,0.5394886863085985,0.48957322197421205,0.6955226794384419,0.21203460175932026
260,1,0.9,0.8236698346780434,0.8943199502023031,0.9017655359975825,0.3485116949691391
261,1,0.17160624763331406,0.421454922843896,0.28170075616395635,0.4953860905843602,0.16711669503375068
262,0,0.26795213951991015,0.6615569253657284,0.3133613965305707,0.39760894170911143,0.19770447077174502
263,0,0.06666666666666667,0.3990955946145343,0.46477951635846376,0.609803137568502,0.18506141501601703
264,0,0.04132231404958678,0.23383367943641056,0.23973544973544975,0.27750934713833764,0.11439502838379198
265,1,0.28636694375234273,0.5591508130220737,0.29867724867724865,0.36989602858687337,0.2870828217399036
266,0,0.3100408495950132,0.6561401023957735,0.46644162021403923,0.5203108003108003,0.19284449925551944
267,0,0.03896103896103896,0.1359754395757746,0.3561575037055526,0.41940902313929984,0.1673186938959927
268,0,0.3920449811626282,0.7335134821812452,0.4177742578059376,0.3601968746154792,0.18545242999712402
269,0,0.3138206479510828,0.7510627332602774,0.5500840077158806,0.8744620745182965,0.2229709401954832
270,0,0.4408159381847538,0.7228848226176583,0.4297296908491937,0.47293908418515745,0.20304030802730982
271,0,0.1579798067434715,0.42132408702498064,0.0986141936880853,0.05956112852664577,0.13635302993863618
272,0,0.06188380281690141,0.2585486585486583,0.023529411764705882,0.08,0.13770828673202512
273,0,0.15238362457389004,0.56334363448035,0.19718432517363899,0.29511273404118754,0.1772304121777595
274,0,0.0,0.0,0.03172424152650224,0.011293054771315642,0.12093622967626919
275,1,0.32703219158635516,0.6858468451287937,0.34958175652169293,0.5133053191714002,0.21462547741908083
276,0,0.2546741109357932,0.6821128225680804,0.6004458683936525,0.80346506043488,0.20008039658489932
277,0,0.37188989416636653,0.6865799114044052,0.35116489832007075,0.4806596629282323,0.21301973049802406
278,0,0.08,0.2282485875706215,0.0,0.2,0.10786808442308837
279,0,0.14849560617863114,0.5574025183163509,0.26671099367498785,0.1934530430637216,0.1213822203867609
280,0,0.13539076135438077,0.47177410777240647,0.25408815487766906,0.41840664246295844,0.13712725826839875
281,0,0.13958333333333334,0.0,0.024657534246575342,0.0,0.14602066984883416
282,0,0.38882175166219585,0.7566747792160028,0.44430909932030893,0.7465343222803955,0.23179797122941545
283,0,0.04,0.0,0.22876280535855004,0.34363024622577615,0.11495622850882474
284,0,0.21061605859756863,0.645491621683904,0.35857863742616936,0.6281846051595491,0.20580988852786214
285,1,0.2895273703432162,0.6802419520911949,0.42211287595037633,0.529146889976383,0.21929502115816865
286,0,0.0,0.0,0.1921923620933522,0.24086369770580296,0.1084906639977156
287,0,0.1718939843424309,0.6131899147976977,0.31837331309558004,0.5718700815845498,0.1338782369550523
288,0,0.0,0.0,0.0,0.0,0.1075181426688526
289,0,0.6725541125541126,0.7324286268037304,0.62431546587153,0.7878075779512465,0.24507954486852057
290,0,0.19230900449927,0.6418637418973993,0.4245318352059925,0.599226135214194,0.1678708284614633
291,1,0.1919795700861721,0.4972895715793276,0.4187214564188249,0.602147942138853,0.17246831001903784
292,0,0.11389499060612895,0.3173440804948474,0.35203022539696893,0.3976911595721212,0.13682073033705716
293,0,0.14915024297094326,0.5179099361562625,0.20904349915885606,0.22213346638863132,0.14276373479050083
294,0,0.016,0.0,0.05,0.06530612244897958,0.1166712438123412
295,0,0.1767992089894745,0.5719010985643738,0.44131593968268323,0.5945081480351417,0.18208319796744402
296,0,0.04,0.0,0.013333333333333332,0.0025974025974025974,0.1384701688055691
297,1,0.08132231404958679,0.36625377076061155,0.0686046511627907,0.05,0.13322844819803148
298,0,0.19505962417727124,0.5429656127437069,0.22189493163844717,0.48767571406551513,0.11810172845508404
299,0,0.14483516483516484,0.4892418442473314,0.12213259885894157,0.0590909090909091,0.1415220016929571
