source_row_index,actual_distressed,no_balancing,moderate_smote_ratio_0.5,sigmoid_calibration_k2,sigmoid_calibration_k3,sigmoid_calibration_k4,sigmoid_calibration_k5,sigmoid_calibration_k6,sigmoid_calibration_k8,sigmoid_calibration_k10
59,1,0.10921193501838662,0.2194597839135654,0.13269650716762715,0.1367506998401646,0.13877743082646227,0.1364578422701686,0.14094388437092936,0.13889463240002028,0.15285269734773232
60,0,0.11465564738292011,0.2421923620933522,0.15110805043046,0.12282194111801348,0.11959504975469719,0.12960376029799164,0.13501880588471463,0.1296876578382737,0.144890880369333
61,0,0.0,0.0,0.11129732323539435,0.12669767514971425,0.12023748889890873,0.09657314838065388,0.11379622738692845,0.11118983780554641,0.12557054939451
62,0,0.04,0.0,0.11135747714017907,0.11702901786137376,0.10461997555390923,0.10499745238392935,0.10094526535974886,0.11087994224976375,0.12591408923252317
63,1,0.02882882882882883,0.15670946026913654,0.1581961345387669,0.13599823184833304,0.1319748266434764,0.1140829085186698,0.12747367164630233,0.11975466085402278,0.12766854138617606
64,0,0.0,0.0,0.10244263771108056,0.10406183935787865,0.10227347785543747,0.10223300971583198,0.10795121059842468,0.11621523397633793,0.12594576704141533
65,1,0.27318524756991963,0.4106392278045522,0.21658336581712695,0.19336330911043864,0.19844514585899656,0.22702291463096955,0.2112075938959231,0.18665077096548743,0.1748335891275581
66,0,0.09695433164459713,0.2789934164934165,0.125885247623924,0.1543097740243904,0.15586340267545556,0.14994429101636736,0.1414972555543072,0.1414186837775362,0.1539187564623316
67,0,0.0,0.0,0.10502006949972686,0.10981302706009681,0.10449839722191152,0.09959529522644761,0.11356976705815658,0.10877225660655558,0.11835429071972077
68,0,0.09323560848984577,0.16290314828166305,0.22089794377741118,0.1989413092854022,0.16578675344443017,0.2014375809366103,0.21900190479295478,0.20920477274591578,0.1911308717727905
69,0,0.0,0.0,0.1174950825884465,0.12060087619514592,0.11099204372237255,0.11121521161425182,0.11698027395689566,0.11078528342603891,0.12684159081085983
70,0,0.0,0.2,0.11549872825153462,0.11825845687790607,0.11294328869297954,0.10452012262556716,0.11639574950701012,0.1107842650997323,0.11888075365191231
71,0,0.0,0.0,0.11459706290476683,0.10832693142627561,0.1164341700513483,0.11016895312024921,0.11602539869062692,0.11064782226743333,0.12792988888008264
72,0,0.0915194606371077,0.05769230769230769,0.10728764268934192,0.10694969815035629,0.11772080290731576,0.11257140941295773,0.12123357484932687,0.12621382576286463,0.134255860558097
73,0,0.03272727272727273,0.07465753424657534,0.12274258015135638,0.12359774567941824,0.10058330953525678,0.11710591693070735,0.12772362140318677,0.12714629700404795,0.1349328463240313
74,1,0.41724137931034483,0.25259615384615386,0.16412260453265276,0.1596818330402346,0.18070353614836807,0.19694733043344997,0.17746296471785747,0.23612489615360235,0.23519742522746195
75,0,0.13333333333333333,0.0,0.15249386339964802,0.15136929745437866,0.14099845496473415,0.10785541983937481,0.13276117856437084,0.12126529037859426,0.14808782297599646
76,0,0.03189642907952767,0.14464738711314054,0.1351683990440527,0.1078088565778947,0.10046863957374075,0.10602337503748235,0.11444807561663348,0.1134077343966774,0.12646990928167295
77,0,0.0,0.018604651162790697,0.10788152899230234,0.12729705120603624,0.11781945044233533,0.09942823024512566,0.1172207760517141,0.12030151267960236,0.12194739596624846
78,0,0.13729325447635307,0.4261794759439269,0.1655103673838179,0.1501861841987953,0.16476754246688233,0.16786395079469654,0.16090915702456773,0.16495836972473832,0.16397929071730472
79,0,0.0,0.05665753424657534,0.12983454592467747,0.13519481583264392,0.11540691690235778,0.11190549220172537,0.11996422674893555,0.13057548019655224,0.12849379280590836
80,0,0.11465564738292011,0.15610465116279068,0.14009185312462277,0.12694845544730404,0.11642821559123326,0.12531571341343373,0.14002269484319987,0.12965086168752166,0.13941144100621067
81,0,0.13958333333333334,0.12765957446808512,0.12569987984107947,0.16010803424120967,0.12903668718743808,0.1303710750882934,0.1255698113637102,0.13115996240648728,0.15160886722371414
82,0,0.0,0.0,0.14132454580171477,0.1125786699631686,0.12078579706868331,0.11078075105068234,0.1279220545896564,0.12326991839925565,0.1339393768065115
83,0,0.025,0.208012467913458,0.14969558676898204,0.12393937478966226,0.12057913048148901,0.11867482498466456,0.12932403804838644,0.11957202931101345,0.14441642650469608
84,0,0.0,0.0,0.1382554337700977,0.11657944008739948,0.12351183720803867,0.10414499804528485,0.11969279001500699,0.11117217740926152,0.12225504450427542
85,0,0.0,0.1225531914893617,0.1357777360520723,0.11922180558427338,0.11815577615720982,0.11990890364221359,0.1282969871116278,0.11654881786139104,0.13608001651282525
86,0,0.16960765710035144,0.2947170125356754,0.16399307677037323,0.17552416248286706,0.17959166990060377,0.19088926681422697,0.16624683065028473,0.17333947869944302,0.18165417268903045
87,0,0.0,0.0,0.10529654274655183,0.1096777125264539,0.10754783542857807,0.10251485424735296,0.1131521075225032,0.10922492732768434,0.12014450171711086
88,0,0.3358347764893064,0.4208071634007869,0.2100720796443861,0.20973456052713346,0.28141810164089803,0.2852215982548475,0.27551792524472096,0.2738932581960273,0.25143448560302933
89,0,0.0,0.0,0.11281325728286373,0.11814464278464909,0.11317704751903154,0.10359292676702844,0.1205592476508534,0.11129566184588602,0.12161200410641304
90,0,0.22348255527149213,0.28135863242467835,0.20368725991421616,0.15136222805123525,0.19039206740344428,0.1646143771398212,0.1673302983192245,0.16052227559455448,0.1781266482884024
91,1,0.16275262562027268,0.33217054263565887,0.15060571665535624,0.1713024697553849,0.16670225730067417,0.1705936449262085,0.16131182869494268,0.17497774404570357,0.1929973986564335
92,0,0.05714285714285714,0.04,0.15861070277747108,0.12767211456372873,0.13376423029523166,0.1376832547678975,0.14316801352547073,0.12575466639915447,0.1405132478399444
93,0,0.13131006805153456,0.17794633592933073,0.12520487624876248,0.13757955974253105,0.13446847177387763,0.13715880752013415,0.14741562318533674,0.14553749319322803,0.15640824705042103
94,0,0.20362736621276323,0.4294126088750949,0.19026976802446777,0.16367826290857485,0.16732380770726385,0.17818614043725067,0.18030964017536452,0.1771985126005762,0.168721422246257
95,0,0.0,0.0,0.11069646906877625,0.1225372302224302,0.1042946452821382,0.10500360076748401,0.10075298623048443,0.10521819740056793,0.12118823613292921
96,0,0.1311111111111111,0.1549019607843137,0.24729000818977648,0.13415055057460568,0.13430458292579114,0.1463656640596615,0.14844141253421755,0.1383694987463709,0.1660541462082758
97,0,0.19149681530472787,0.43013569604086843,0.148701332359411,0.14360355780150696,0.1701051893824502,0.16994490461788356,0.18984851790566334,0.17108519524377513,0.17441118518248505
98,1,0.16911638361208742,0.4257106982290756,0.1355262703831837,0.1301983700891339,0.13735947445157276,0.14288505119999748,0.14974358093360637,0.15720391482942636,0.15620359809615594
99,0,0.3691041253658076,0.5547508886595574,0.2399771451816833,0.20611225990090293,0.21192574850684903,0.24117136379050189,0.2380776754744307,0.24139351022659064,0.2344528756010839
100,0,0.007692307692307693,0.03333333333333333,0.16176323206696905,0.10834212110888444,0.11008935652806999,0.12002737523160353,0.1177031302749946,0.10980290766492395,0.13083443320412674
101,0,0.04555996338114129,0.20954015975337933,0.1404567398799174,0.14280640288310933,0.1519593862329516,0.12624242060915541,0.14215407893844895,0.13022990048375319,0.13709283741856523
102,0,0.18139748803865133,0.19344484474180818,0.12780666831568316,0.13040977469343545,0.16566820206248378,0.1477719681159413,0.1547984624490986,0.14295336656664717,0.1573563074766025
103,1,0.13410303524772837,0.23775610354557722,0.14541830818989793,0.14112718899805415,0.16598451293878314,0.1376501312236003,0.14192760558097967,0.1506363655851743,0.1497265403607289
104,0,0.005633802816901409,0.024657534246575342,0.13158308020891013,0.12851522802608534,0.10345256560442033,0.10949025271325603,0.11972907524458036,0.12061311218605028,0.13023164704730497
105,0,0.0,0.0,0.1054806435501475,0.12332961005659655,0.10775932106017291,0.10996210271306514,0.12098034012599042,0.119002464422252,0.12780015241274953
106,0,0.3596889246446769,0.3053549037169727,0.2877934455454536,0.24410696435033402,0.22455998073307432,0.1859837936850171,0.2005916097272451,0.22378686450852533,0.21364516443428028
107,0,0.12529015466351873,0.04002601040416166,0.13899174006450285,0.13589871559864475,0.1340145602655233,0.13247291186808408,0.13388650862883814,0.14472741678823617,0.1394764903375894
108,0,0.16693306760281817,0.4393701737166304,0.17536659899341536,0.14811380452679546,0.15039062709855364,0.1678919668962099,0.16368300839061822,0.1691745465962114,0.17015031023647934
109,0,0.0,0.028346456692913385,0.14292362921495716,0.14231145299555917,0.13356392231825687,0.1099646888661318,0.1282636196310052,0.12150586593239301,0.12947944211336432
110,0,0.0,0.0,0.11964953426943625,0.11609403184102134,0.10677294947708675,0.10381582973058115,0.11329437876718933,0.11958672729107109,0.13076818117482553
111,0,0.1162689077112373,0.42741228070175435,0.17702645879015314,0.15415505894168238,0.1498116541283972,0.14221473675402962,0.14785031550678998,0.15242535666071722,0.14833743051678686
112,0,0.11465564738292011,0.2821923620933522,0.14405853332062354,0.12420765458594323,0.12425652115892634,0.1318780370097114,0.13187274740608174,0.1311621590042213,0.14411063635230842
113,0,0.2917863423266521,0.2842158968850698,0.20289938144559044,0.1792315420593788,0.2018341553754428,0.2268863110867346,0.1912114745357568,0.18018271161719526,0.17425776584588726
114,0,0.0,0.0,0.1821269170068748,0.16528873738150646,0.14640543164912798,0.13624224057645912,0.12439056125915307,0.1405558061228461,0.13995293880381315
115,1,0.31300754672220243,0.5061976618528343,0.21335313319720703,0.2232820652744727,0.19569391350805954,0.20140654612221048,0.1759410608269037,0.21996354004981677,0.20475947034750872
116,1,0.3454153569252384,0.44626202990376085,0.2232292115607782,0.23461896097807058,0.2387527000593363,0.24029071950595254,0.2616013976912776,0.2587033154150148,0.2594920196909584
117,0,0.368770925773602,0.4723742951307157,0.16524289676876475,0.16454712658575388,0.17816983939998746,0.16120295074470223,0.1525458482400155,0.17396837701180645,0.17835799491388227
118,0,0.026262626262626265,0.024481673266321453,0.12024830902546453,0.11917948550684243,0.10548077349526205,0.10829314700303765,0.11090554474449074,0.11038730287926975,0.12761282033116556
119,0,0.17668008705956811,0.341899445960473,0.13550893263733702,0.13029793149280136,0.1416209506896559,0.1437854320165921,0.1462820649977965,0.14175877499867381,0.15170065624148008
120,0,0.12769682181748207,0.27866793636835296,0.13255182224511045,0.13220696600385062,0.16545530345954212,0.1430256783128611,0.1483894866829431,0.13644651966507731,0.15404495410174615
121,0,0.04789642907952767,0.05205479452054794,0.14426265700463198,0.12719290831133603,0.11789144108225247,0.11438878624913174,0.1205881493699805,0.12543408655454563,0.13713754493904667
122,0,0.005633802816901409,0.0,0.118211776417815,0.10696990126852512,0.09627275350654577,0.09644317045580304,0.1052400097153452,0.10740732226225354,0.11567486590029981
123,0,0.007692307692307693,0.0,0.10977900298095596,0.112472401623156,0.1105304927011396,0.1102775537061764,0.1099384728826203,0.10500593060727637,0.1303960370413147
124,0,0.11348787817681827,0.09851098712866442,0.12951193218113838,0.13978764859009038,0.14022746570808078,0.13809287320400698,0.13599785144210016,0.1514693866275981,0.1587546526825194
125,0,0.08103855232100707,0.09504950495049505,0.13353384118731976,0.12445250934559435,0.13344914764109667,0.1200806327316442,0.12450860566569313,0.13586980105238053,0.14420987386232442
126,0,0.14125049250699037,0.15362342197152834,0.15467951008900765,0.1334300568996499,0.161477494545349,0.13386908502030131,0.1445609667908843,0.15030931207134784,0.14655471732951822
127,0,0.18143415724060885,0.17180233904585457,0.12502138067054164,0.14459010273666978,0.14130444479305826,0.15848999933915436,0.16051276549458576,0.15664179543802542,0.15963620735671183
128,0,0.2844999068888142,0.3927287605607851,0.15090238968140107,0.18181354020685164,0.16846368837141912,0.18553699541401855,0.17923312988122345,0.1849197669717982,0.17388953361798382
129,0,0.0,0.0,0.11889325511367328,0.1230346564838097,0.1039940544777495,0.10789716700336535,0.11709793034562413,0.12398821388230949,0.1260326349313954
130,0,0.2370548187402298,0.5851197025033605,0.1982986407343283,0.22264731180127426,0.1719102860954444,0.2086244268220868,0.22166575999552354,0.22912714407129484,0.19618883092777314
131,0,0.4807257448433919,0.5722222222222222,0.2541385622803074,0.24660046088775264,0.2717506094585544,0.3343706629160915,0.25630157782229535,0.29758383199754873,0.2706020231248946
132,0,0.39801056028703263,0.3720875723736052,0.259838798896705,0.2500737102103784,0.2591396873328251,0.2558368320622272,0.25387414778650663,0.2514103717034128,0.24058987676758986
133,0,0.14944781686535508,0.31698679016094744,0.14971591387839073,0.1745967872746958,0.16085368807105738,0.17838989178911666,0.17300893077018353,0.17736119813201032,0.17046834988797283
134,1,0.7681673881673882,0.912962962962963,0.314680892701453,0.3060031887601289,0.39961834348995917,0.48356077635430095,0.3269483329470185,0.48739626054985746,0.45828478773299663
135,0,0.0,0.0,0.1622734981846738,0.14086892530280853,0.12402220042502374,0.10921458984773028,0.14238615555804246,0.1239002303003994,0.11199351182990329
136,0,0.09729216948243496,0.10633732427282205,0.13537272580235554,0.14984256596529863,0.12515127116799646,0.1261099766372768,0.13850623384778385,0.13360363506588646,0.14363000480923183
137,0,0.0,0.0,0.1460071626028206,0.12370850173266643,0.11850325217516364,0.12725008206392022,0.13421750132608334,0.12479892923983138,0.12854585363888876
138,0,0.49613041613041614,0.5192063492063492,0.40036520697127165,0.31563331722061017,0.2618227585107663,0.25862184934631105,0.2657592953291023,0.30187393042878996,0.24630173111421136
139,0,0.2689781411684066,0.4804946048410616,0.22973389933954952,0.24053408093966766,0.265865333917121,0.2668064403023632,0.21753107856073334,0.23527084762808692,0.21070204792506794
140,1,0.18373982715146173,0.09379310344827586,0.1603722524605431,0.14939039710353347,0.13110008271457282,0.13071084150117723,0.13591045375252153,0.1413906100613629,0.14354179026393396
141,0,0.11898181367207916,0.10760727367870224,0.10945676503721091,0.11779383095013234,0.13080474683875087,0.1248199817829962,0.12728506691344174,0.1298153882767659,0.13896880299400177
142,0,0.4236044657097288,0.35111111111111104,0.21199780609314867,0.2094239548744115,0.2867847148224065,0.2669208255127594,0.2537027093865931,0.307505662141636,0.26165165353045483
143,0,0.047692307692307694,0.09259259259259259,0.10611739776237986,0.11783902101796047,0.11181094624525645,0.11505376946634874,0.12586557002559773,0.11708022347658995,0.13357309182165666
144,1,0.24056767571603593,0.3138257080610022,0.12657684333489883,0.16144610140358423,0.14449978216100312,0.1658426445488115,0.16663782614282835,0.16624706703758405,0.17135987640158684
145,1,0.6813223140495868,0.7975132275132275,0.28170705899396775,0.22893073040854067,0.3086055341339396,0.36395928921256326,0.26924639220808544,0.32023584813917494,0.3071383058042822
146,0,0.2397389373360695,0.5358115958115958,0.25017981926014404,0.23047799710174424,0.24060360957647706,0.21100330601371442,0.19986672570450553,0.2154088502194878,0.2049003532939336
147,0,0.21030695517681464,0.10698529411764705,0.12573735028324823,0.1537015153268205,0.16260413724192002,0.15485685906917715,0.14381148881931277,0.15870445635161148,0.17286328098120082
148,0,0.04878048780487805,0.0686046511627907,0.18725131706451692,0.13049720535603299,0.13754147133877176,0.1441995522833226,0.11325699146775399,0.1335838863500734,0.14819559804175148
149,0,0.0,0.12,0.10871856034760488,0.13518024318719588,0.12664780745166224,0.11721808116303327,0.12559878800217264,0.1319707703389374,0.13284413547361482
150,0,0.15329973564088684,0.1624244596279702,0.14113011034560885,0.13850305778618327,0.14955182654477084,0.14637584556731037,0.1519753273550027,0.14841828687946398,0.16311605440368324
151,0,0.11142505737182073,0.0,0.11253353065873843,0.11740175493333256,0.11547997323047672,0.10904939018803865,0.12289571246542715,0.1398726791289293,0.14148439090085088
152,0,0.13121601824073598,0.24266774602096905,0.1578955712765701,0.13680597166090772,0.14981518571920077,0.15926346806867678,0.16964083290787046,0.1595534333949745,0.16286142351411537
153,0,0.0,0.05,0.10389182071184977,0.11800147145576623,0.11291474761789762,0.1053587419051826,0.11672269520784224,0.11241187711019629,0.11783881672188774
154,1,0.21144392758629235,0.5288182266502512,0.3163053209826477,0.21745578524416415,0.2159456638875758,0.19056690299433623,0.1904129834421901,0.18278586308536124,0.19180651604457438
155,0,0.07333333333333333,0.05,0.12957433901881915,0.14395549661210788,0.1397591043019102,0.12281476785777656,0.13451227455012432,0.11607381805271884,0.1285804935897091
156,0,0.15254081819316484,0.11373458454679466,0.13725869846334657,0.13980950661065017,0.14425086557639097,0.1458298397558975,0.15504321493742382,0.15363151754370527,0.1693435010901682
157,0,0.12909016790059993,0.12369417851545535,0.12037370552014733,0.13837733909364233,0.1372621681360257,0.14222367377845377,0.13887931114569896,0.13780533308244897,0.14783288872319839
158,0,0.171692236562096,0.39406700195494393,0.16356514176089387,0.1538662993173671,0.15559589748838323,0.174920794061411,0.17633973705225353,0.17999821830408735,0.17126370378478736
159,0,0.3938859141857643,0.3885525899767002,0.25753047834191006,0.2093618094750493,0.24325019521015295,0.2617537733716916,0.2348371711175173,0.2653364215563392,0.24235645151071955
160,0,0.19889199637226898,0.38590339638244614,0.1584842089779503,0.13394132948396945,0.21725545041379304,0.23675614816385043,0.1850862790307998,0.17743584602982393,0.18160217489170216
161,0,0.0,0.0,0.10514129189214586,0.1203114032558874,0.11606177282206206,0.09825497255387117,0.11253498518792286,0.11666469996091071,0.12319233334833599
162,0,0.1014181863739386,0.3178682755153343,0.18995782234798125,0.18786865219672483,0.15420766196709706,0.16364068064962298,0.19387254571058934,0.18084080784878945,0.18311253417147041
163,0,0.15784599124935259,0.17368105515587529,0.15078901932216252,0.12298705943082973,0.130562812841776,0.1232951720035319,0.12524233435144283,0.1387924644154345,0.14397044104153225
164,0,0.016,0.07966486465311239,0.1601138931413397,0.12185370558202013,0.14341362859223633,0.12092179736668437,0.13071953365751024,0.12475054521179965,0.13147332237688092
165,0,0.0,0.17299290780141846,0.1150234293460326,0.12497126890962873,0.14251085386323215,0.12079566703846598,0.12585677361179606,0.12298916787416644,0.12736298913190497
166,0,0.17048308623529862,0.3400893997445721,0.1350589228319114,0.1470388430780683,0.1484732164790125,0.14838553829461926,0.14984192362925713,0.14770153605269593,0.15604676538842546
