source_row_index,actual_distressed,smote_ratio_0.2_k2,smote_ratio_0.2_k3,smote_ratio_0.2_k4,smote_ratio_0.3_k2,smote_ratio_0.3_k3,smote_ratio_0.3_k4,smote_ratio_0.4_k2,smote_ratio_0.4_k3,smote_ratio_0.4_k4
72,0,0.10698042430061763,0.10698042430061763,0.10373012334804108,0.15604302239816256,0.08969795037756204,0.1331304788814026,0.18346515639748723,0.11578947368421053,0.10369097346540954
73,0,0.02823529411764706,0.030232558139534883,0.03423423423423423,0.004081632653061224,0.004347826086956522,0.029268292682926828,0.010810810810810811,0.09328968903436989,0.049019607843137254
74,1,0.3123160173160173,0.3123160173160173,0.3123160173160173,0.4426262626262626,0.5686868686868687,0.5153258613532585,0.46745694022289774,0.2791666666666667,0.36571428571428577
75,0,0.1391304347826087,0.1391304347826087,0.14166666666666666,0.15789473684210525,0.16571428571428573,0.16666666666666669,0.08333333333333333,0.03333333333333333,0.16818181818181818
76,0,0.06645127991344826,0.06645127991344826,0.06645127991344826,0.04510748702742772,0.047192244375342966,0.03392857142857143,0.042998306041784305,0.15251081202396813,0.09094614960182493
77,0,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008333333333333333,0.0,0.018604651162790697,0.0,0.0,0.022727272727272728
78,0,0.15083101954944422,0.20683101954944422,0.15083101954944422,0.24391499770596914,0.23999372860539864,0.23273478733883177,0.3952491906780454,0.3483973986622034,0.3873898081272843
79,0,0.0,0.0,0.02978723404255319,0.033766233766233764,0.028125,0.025396825396825397,0.05842985842985843,0.07213352685050797,0.09992869875222817
80,0,0.05259809119830329,0.05259809119830329,0.05259809119830329,0.17675438596491228,0.0,0.09416020671834625,0.0,0.0,0.022727272727272728
81,0,0.1713143428285857,0.1713143428285857,0.14801587301587302,0.23692886061307114,0.22474845542806707,0.18535825545171342,0.05102040816326531,0.06921052631578947,0.2442022263450835
82,0,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0
83,0,0.025,0.025,0.025,0.025,0.05454545454545454,0.05454545454545454,0.17619047619047618,0.056862745098039215,0.07807486631016043
84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.07692307692307693,0.0,0.0,0.0,0.04,0.0
86,0,0.27158284416842343,0.25604349845666385,0.24354801272174154,0.19530247154349192,0.18733373654842783,0.3367558890681129,0.15216646098999037,0.2398736896429378,0.26674527113502833
87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,0.3984310997910136,0.38289175407925413,0.38289175407925413,0.4613817523056654,0.32177148722656823,0.33274077381726536,0.36595672751859365,0.3864733552223067,0.39915361385208314
89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0.28686691017806526,0.2847365843635289,0.2800756120973684,0.2806926436434633,0.25514790292252,0.2842468470135723,0.35792949907235616,0.25425142880952223,0.27655197099937023
91,1,0.24565129449838188,0.24565129449838188,0.3098214285714286,0.26426928225781626,0.33469278836353367,0.3106708945260347,0.192714515757994,0.24912698412698414,0.28884078884078884
92,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.04,0.04,0.04444444444444444
93,0,0.2182651925297489,0.2182651925297489,0.24578812830956545,0.1447063805759458,0.2374572906085511,0.3109426847662142,0.10921503049380288,0.24994360504333163,0.20707141182432176
94,0,0.2352907726687612,0.2352907726687612,0.2306298004026007,0.24890865769397946,0.2363670733526428,0.22849131875804404,0.33996586270871987,0.26130437586246924,0.35378597065984047
95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,0.10021382751247328,0.10021382751247328,0.10021382751247328,0.08205128205128205,0.08,0.07848101265822785,0.0,0.09090909090909091,0.0
97,0,0.27718363169606297,0.2751499015373328,0.19885076670161264,0.30495084090398544,0.2490069444444444,0.2827265092788348,0.27613668002332714,0.18450588385052757,0.37986370565589234
98,1,0.13164550916921366,0.13164550916921366,0.15916844494903018,0.15252913752913752,0.2522901442979721,0.23366726296958856,0.19961091646690024,0.13602651922646522,0.2274765864794181
99,0,0.4214243273066803,0.42342159132856805,0.42742326742326747,0.4911628479921163,0.4533993841210336,0.5651978828236374,0.46675990675990675,0.49520473818419025,0.5521949827441819
100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0.12386906763460988,0.12386906763460988,0.11848731900432038,0.23637598960179607,0.16884484896170643,0.19646060548263486,0.18916066790352504,0.15383737065961495,0.19477370197090693
102,0,0.11027317828273434,0.11027317828273434,0.13241436543226132,0.2049835384741045,0.1879898605418066,0.15206842789278283,0.19150417726772406,0.21765087517653287,0.2056719083365844
103,1,0.14926424183520803,0.15236707871464064,0.15236707871464064,0.12850747687668926,0.15166800515706153,0.15095826655836317,0.1420782973066159,0.12060139463317218,0.30108558431949106
104,0,0.005633802816901409,0.005633802816901409,0.005633802816901409,0.013967136150234741,0.01659270692649045,0.008333333333333333,0.010810810810810811,0.04719372192335423,0.0599785119527263
105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,0.3729078014184397,0.3995744680851064,0.3995744680851064,0.3263299663299663,0.4643749144562153,0.48164924506387924,0.3859903381642512,0.3672435897435897,0.5314492753623188
107,0,0.12224826658299363,0.12224826658299363,0.12224826658299363,0.05844082036076106,0.11299899859673132,0.07705825025011212,0.11885468770039757,0.06689283449587824,0.07415135127158973
108,0,0.20714608283918615,0.21016267409107153,0.21016267409107153,0.2682171294958833,0.34324951863178155,0.3299214738749622,0.3669957707551106,0.33635481533908346,0.3347626603993687
109,0,0.003333333333333333,0.003333333333333333,0.003333333333333333,0.008450704225352112,0.017022132796780685,0.008888888888888889,0.052121212121212124,0.060214669051878354,0.07469580717662559
110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0,0.13889359308747506,0.13889359308747506,0.13889359308747506,0.17191448399618317,0.19397285959345817,0.2454744681785252,0.3290271401272985,0.32103838026438647,0.29406203193866925
112,0,0.0832467013194722,0.0832467013194722,0.0832467013194722,0.008333333333333333,0.0,0.1034724434533291,0.0,0.04,0.0863157894736842
113,0,0.26326619347125046,0.250634614523882,0.2450534275138036,0.2988809436177857,0.2963501082251082,0.3778064094836247,0.30290154006266534,0.360713621454699,0.4309590328554463
114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1,0.283649287152307,0.26530342249065286,0.2779350014380213,0.4856241308007612,0.3729434523809524,0.4008653981677238,0.5087437970709,0.5218795276731382,0.48021847131841894
116,1,0.4093872875092387,0.4093872875092387,0.4093872875092387,0.5202693508685932,0.4606921074434351,0.3691785392546128,0.48372188264168264,0.5296595117586549,0.38711189723183725
117,0,0.2707239827827418,0.3349094464418897,0.2685936569682055,0.34435564730646695,0.3103052279884687,0.3640362708867534,0.3254681618466785,0.31089073227560127,0.2893126481361775
118,0,0.05450022614201718,0.05450022614201718,0.0813023855577047,0.08157325131009342,0.08064234566803061,0.06765873015873017,0.12958626073380172,0.06542091328857935,0.06186799501867994
119,0,0.19967507174097504,0.19967507174097504,0.19501409947481455,0.1629135357396227,0.17492442818329618,0.16787167226745578,0.37355716422066354,0.3246718576098445,0.23825796305856145
120,0,0.13633003451525075,0.13633003451525075,0.16313219393093825,0.09931881843646549,0.07108390410958905,0.11549717582689867,0.20788950062783734,0.1205933270816828,0.26816501368683265
121,0,0.07314895433205293,0.11314895433205292,0.07314895433205293,0.09229849826338278,0.09264678982988842,0.04992857142857143,0.17843780135004822,0.10727554179566563,0.12776470588235295
122,0,0.014936128398296758,0.014936128398296758,0.014936128398296758,0.005633802816901409,0.005633802816901409,0.0,0.01038961038961039,0.013157894736842105,0.007407407407407407
123,0,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0
124,0,0.1519291207980163,0.1519291207980163,0.1519291207980163,0.12594139736946258,0.0969292032009802,0.1615937311091224,0.22103779046687905,0.25194077631052425,0.1595340585713771
125,0,0.09934426229508196,0.08671268334771354,0.09934426229508196,0.0,0.0,0.03835616438356164,0.09565217391304348,0.0,0.09743589743589744
126,0,0.1328085586690877,0.1328085586690877,0.13314210046604413,0.12620647633075138,0.12499120316709193,0.18033597883597882,0.1518558025275994,0.0809460782281088,0.1549319391067204
127,0,0.183943706514864,0.19240384615384615,0.20842948717948717,0.2616455026455026,0.28139607019895974,0.22373219373219372,0.08212121212121212,0.1936692145064238,0.1276788589832068
128,0,0.24089809248150168,0.22382116940457858,0.2544350457243373,0.3805916846366285,0.3893444246385423,0.2798921075298064,0.514043552905033,0.4248225108225109,0.5042701934575
129,0,0.0,0.0,0.0,0.004081632653061224,0.004347826086956522,0.04,0.0,0.0,0.04
130,0,0.30868671740786,0.29111364153737035,0.2626662582512774,0.308727710968277,0.25442071674030436,0.3917439398439789,0.28251666366420464,0.4639017002149696,0.39741794211729686
131,0,0.36148742675692797,0.4683839784810659,0.5288422688422688,0.5771219434770836,0.5855555555555555,0.5694414519256243,0.5918650793650794,0.6861735330836455,0.6224393530997304
132,0,0.3207749831461963,0.3207749831461963,0.3233112150302543,0.35824200459429195,0.3872659514780994,0.35844107002062336,0.44218867334167705,0.4057586315905217,0.40128444083867354
133,0,0.21238965923007685,0.1948165833595872,0.1592095477525516,0.3656611965718207,0.31329405989199804,0.37166250346393,0.3223665098199673,0.33556581199785085,0.35401282577100407
134,1,0.8992063492063492,0.8540935672514619,0.8992063492063492,0.962962962962963,0.8592592592592592,0.8931818181818182,0.9870967741935484,0.8955665024630542,0.9875
135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.10354609929078014,0.0
136,0,0.07110327364803762,0.07110327364803762,0.07110327364803762,0.08909483687841334,0.11862932299523546,0.19303874986801817,0.1621862429155871,0.08256284718953018,0.12811594202898552
137,0,0.0,0.0,0.0,0.004081632653061224,0.004347826086956522,0.0,0.0,0.0,0.0
138,0,0.49697412222850323,0.4705373406193078,0.4705373406193078,0.5755503755503756,0.5966599326599327,0.3664023057046313,0.2748693834900731,0.40574933687002657,0.5109770114942529
139,0,0.1652996180987631,0.272196169822901,0.272196169822901,0.26123698044912835,0.3170132042253521,0.3753489146512402,0.5210550098855453,0.4113628590971272,0.47649784368204295
140,1,0.21152206511467062,0.13844514203774755,0.21538258368107152,0.17083916083916084,0.15749019607843137,0.15077927376580988,0.09517241379310346,0.19827005689074656,0.1918300653594771
141,0,0.1003945483635876,0.1003945483635876,0.12791748414340415,0.12278787878787878,0.18878342046303212,0.14673305840606968,0.07733333333333334,0.1420720720720721,0.10415232133541992
142,0,0.39204481792717083,0.4968992248062015,0.398043758043758,0.22743950039032002,0.3393265993265993,0.3750081833060556,0.2866666666666666,0.3582142857142857,0.371047619047619
143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1,0.19072710914816177,0.1736501860712387,0.18823842136535635,0.18913476640551666,0.19819964349376112,0.11986842105263158,0.2425848279778524,0.2607275132275132,0.2630052790346908
145,1,0.5571936807274824,0.5416543350157229,0.6881332082551596,0.7533359835685417,0.8067708333333334,0.7958855098389982,0.7453125,0.7390990990990991,0.7263157894736842
146,0,0.2530211345018553,0.2739735154542363,0.2753841867678203,0.3734808300685284,0.37375932903742537,0.4164473467559754,0.4975220238095238,0.5505896374471183,0.4794705513784461
147,0,0.11187604197312935,0.11187604197312935,0.15431235431235432,0.20346880963579256,0.1367450980392157,0.13057407407407406,0.1528834705117891,0.19632185285015474,0.14107142857142857
148,0,0.17142857142857143,0.047368421052631574,0.17142857142857143,0.008333333333333333,0.0,0.018604651162790697,0.0,0.064,0.022727272727272728
149,0,0.0,0.0,0.0,0.004081632653061224,0.004347826086956522,0.16,0.030434782608695653,0.0,0.07478260869565218
150,0,0.19954367400160897,0.20498722238870576,0.20498722238870576,0.20420256189022368,0.2633449339331692,0.1675919377652051,0.2244199050917019,0.29106928954621614,0.24176764779174417
151,0,0.17522110787248274,0.17522110787248274,0.13452900864379816,0.1615576735334123,0.16537742914871267,0.15814924950438966,0.17983789260385005,0.08411679884643115,0.016222062004325882
152,0,0.20062560444874275,0.19859187429001257,0.16298483868297697,0.1729942758754376,0.15259155717081355,0.1751056338028169,0.25913446390510614,0.29240454677936467,0.18236404211289195
153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1,0.22414892275664844,0.2508155894233151,0.252226260736899,0.40063842699356716,0.5313666072489602,0.38587652223166236,0.5016839199447896,0.4925044244145368,0.4643406593406594
155,0,0.039344262295081964,0.039344262295081964,0.039344262295081964,0.10344827586206898,0.13230769230769232,0.03835616438356164,0.11515151515151516,0.10232558139534884,0.1135135135135135
156,0,0.17820924021187853,0.18122583146376395,0.18263650277734786,0.1910809569729531,0.25795321091399526,0.20730622347949082,0.14937792642140468,0.19097296281540058,0.22629145731555367
157,0,0.13772301903423037,0.13772301903423037,0.13772301903423037,0.0751613591618135,0.07765749285460267,0.15081591173054587,0.065650623885918,0.12335567677214243,0.047553107008139764
158,0,0.2396070612783309,0.23757333111960072,0.20337696682614906,0.31552660127393883,0.30922720937137715,0.3028652729175962,0.4045233220415052,0.393825644156385,0.40541667740167087
159,0,0.4022354529335912,0.4022354529335912,0.38223545293359124,0.5809523809523809,0.33995888470921104,0.3610153150993204,0.4038188073394496,0.5233176691729323,0.3838166774380157
160,0,0.32337616845813566,0.12623909500527272,0.32723668702453657,0.19289044289044288,0.1747450980392157,0.2853893186821022,0.26549258198854764,0.3627422272369081,0.3383579104653528
161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,0.24585480093676818,0.30185480093676814,0.16688044196240917,0.1750529640979079,0.0884134495641345,0.1258182601205857,0.11992241379310345,0.1443440838601393,0.19026924893717526
163,0,0.2172933533455271,0.2172933533455271,0.17194028185068197,0.20870911984306736,0.10699378153053604,0.13155297492366058,0.2025466457971375,0.09610235416449064,0.09851157177345429
164,0,0.022318407960199006,0.006318407960199004,0.04912056737588653,0.11209645606387504,0.03657570422535211,0.06414710042432815,0.172725430597771,0.14717634647521777,0.11799743918053776
165,0,0.051515151515151514,0.051515151515151514,0.0813023855577047,0.057295645530939646,0.08323335913312693,0.07471001221001221,0.16958626073380173,0.11826713008937437,0.12513509710104137
166,0,0.09741143048128342,0.15540869450317127,0.10341037059787059,0.19617251126934848,0.18803957946815086,0.21791666666666668,0.3226757592111073,0.29443609022556394,0.24906532106966445
167,0,0.15964005702067,0.15964005702067,0.35964005702067003,0.2559541033678965,0.2908531468531469,0.2519928754724162,0.33816622103386806,0.4444846723044398,0.35175156412269815
168,0,0.21387301499488212,0.21387301499488212,0.21387301499488212,0.25981085935331877,0.28997999199679875,0.3348195084485407,0.40201638041534127,0.3413500702821091,0.41668505343296597
169,0,0.15663144557520606,0.15964803682709144,0.14284594218322852,0.1700540114091516,0.16841975308641974,0.17015317581064157,0.20967418546365915,0.148542527886192,0.1742111592111592
170,0,0.17127566173389125,0.17973580137287343,0.17973580137287343,0.236572586428664,0.22729849240265904,0.18086355064077836,0.1865892972275951,0.20183083066803995,0.12714975845410628
171,0,0.0923376104103813,0.12747747055024145,0.12747747055024145,0.15969827586206897,0.14179222839016653,0.2656184782438136,0.11515151515151516,0.10232558139534884,0.19982930298719773
172,1,0.17072412973639567,0.17072412973639567,0.15822864400147335,0.09826652842176323,0.22408158310678697,0.16288099398175113,0.2978713525483053,0.321593935819942,0.17109990451181667
173,0,0.061204543486527284,0.061204543486527284,0.056543571220366795,0.08736745710429922,0.06999307382337042,0.060953493546951495,0.23671056500096316,0.15469248288960744,0.16350436673908528
174,1,0.12930452789799435,0.22850877192982458,0.23620107962213224,0.2516701779026217,0.21150158153701967,0.21564083592298458,0.19811170212765958,0.15021276595744681,0.054814814814814816
175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1,0.24339564569429145,0.24339564569429145,0.2497448520434978,0.06302967995708922,0.15006804848268265,0.1405101227482863,0.14500003493913602,0.343182358888955,0.18433885224570376
177,0,0.13049419067324525,0.13049419067324525,0.13190486198682919,0.17442067736185385,0.23260990199821813,0.2047577914886885,0.4959416445623342,0.17883818198717352,0.43890154129284564
178,0,0.19181349748348833,0.189683171668952,0.16680943344534466,0.1949014949014949,0.23297581858760602,0.25888280040482975,0.2692276910764305,0.19533564980495294,0.2881510452375497
179,1,0.13108982397824281,0.13653337236533958,0.16121759846773673,0.06831168831168831,0.16378021978021978,0.148111707414033,0.0944360902255639,0.22337598753755422,0.10423280423280423
180,0,0.36250128376296603,0.36250128376296603,0.34250128376296607,0.39826441931061496,0.4143896882915846,0.5230674087816946,0.31269503546099287,0.3767200402407159,0.43039202618149985
181,0,0.13566689164633194,0.1376641556682198,0.10942570942570944,0.22314503912972214,0.21793650793650796,0.23915190718426257,0.23454184704184708,0.20035964035964038,0.22988424618859402
182,0,0.4587375972542998,0.4607348612761877,0.4647365373708869,0.39949796973052787,0.46951593137254904,0.2958570198105082,0.5439959733893558,0.5308179684650274,0.4236998805865889
